classId,nameTh,nameEn,label,category,hours,unit,numberQuestion,numberRecap,numberReviewer,stats/how,stats/homework,stats/interest,stats/updateAt
2999045,การเพิ่มคุณค่าชีวิตด้วยวิถีชุมชนชนบท,Enhancement of Living Value Through Rural Community Path,02999045 การเพิ่มคุณค่าชีวิตด้วยวิถีชุมชนชนบท (Enhancement of Living Value Through Rural Community Path),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
4401112,บุคลิกภาพและมารยาททางสังคมสาหรับการบริการชุมชน,Personality and Social Etiquette for Community Service,04401112 บุคลิกภาพและมารยาททางสังคมสาหรับการบริการชุมชน (Personality and Social Etiquette for Community Service),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2023-04-13T18:54:48.666Z
1005101,เทคโนโลยีเกษตรสมัยใหม่,Modern Agriculture Technology,01005101 เทคโนโลยีเกษตรสมัยใหม่ (Modern Agriculture Technology),ยังไม่มีข้อมูล,0-0-0,0,11,0,10,72.0,74.0,68.0,2023-11-01T20:11:51.159Z
2717011,ตนและการพัฒนาตน,Self and Self Development,02717011 ตนและการพัฒนาตน (Self and Self Development),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
3757123,คณิตศาสตร์สำหรับธุรกิจ,Mathematics for Business,03757123 คณิตศาสตร์สำหรับธุรกิจ (Mathematics for Business),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1001317,พระมหากษัตริย์และผู้นำประเทศกับการพัฒนาภาคการเกษตร,Kings and State Leaders on Agricultural Sector Development,01001317 พระมหากษัตริย์และผู้นำประเทศกับการพัฒนาภาคการเกษตร (Kings and State Leaders on Agricultural Sector Development),ยังไม่มีข้อมูล,0-0-0,0,16,0,20,84.99999999999999,92.0,73.0,2023-11-23T21:10:56.722Z
1015202,เกษตรวิถีไทย,Thai Lives Agiculture,01015202 เกษตรวิถีไทย (Thai Lives Agiculture),ยังไม่มีข้อมูล,0-0-0,0,5,0,5,76.0,76.0,64.0,2023-04-12T00:27:01.3Z
1387104,ปรัชญาและศาสนาในประเทศอาเซียน,Philosophy and Religion in ASEAN Countries,01387104 ปรัชญาและศาสนาในประเทศอาเซียน (Philosophy and Religion in ASEAN Countries),ยังไม่มีข้อมูล,0-0-0,0,1,0,4,95.0,95.0,90.0,2021-11-21T13:30:58.235Z
1450101,สังคมไทยกับประชาคมอาเซียนในโลกปัจจุบัน,Thai Society and ASEAN Community in Today is World,01450101 สังคมไทยกับประชาคมอาเซียนในโลกปัจจุบัน (Thai Society and ASEAN Community in Today is World),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1455101,การเมืองโลกในชีวิตประจำวัน,World Politics in Daily Life,01455101 การเมืองโลกในชีวิตประจำวัน (World Politics in Daily Life),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,40.0,40.0,60.0,2021-04-27T18:10:02.431Z
1999032,ไทยศึกษา,Thai Studies,01999032 ไทยศึกษา (Thai Studies),ยังไม่มีข้อมูล,0-0-0,0,4,0,12,76.66666666666667,68.33333333333333,76.66666666666667,2023-11-22T14:04:55.659Z
2999144,ทักษะชีวิตการเป็นนิสิตในมหาวิทยาลัย,Life Skills for Undergraduate Student,02999144 ทักษะชีวิตการเป็นนิสิตในมหาวิทยาลัย (Life Skills for Undergraduate Student),ยังไม่มีข้อมูล,0-0-0,0,6,0,4,65.0,85.0,50.0,2023-04-10T19:23:13.771Z
3751112,สังคมและการเมือง,Social and Politics,03751112 สังคมและการเมือง (Social and Politics),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1361101,การใช้ภาษาไทยเบื้องต้น,Introductory Thai Usage,01361101 การใช้ภาษาไทยเบื้องต้น (Introductory Thai Usage),ยังไม่มีข้อมูล,0-0-0,0,1,0,10,74.0,66.0,64.0,2023-11-14T12:38:55.028Z
1354312,ภาษาเขมร,Khmer ll,01354312 ภาษาเขมร ll (Khmer ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1355111,ภาษาอังกฤษพื้นฐาน,Foundation English l,01355111 ภาษาอังกฤษพื้นฐาน l (Foundation English l),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,100.0,80.0,80.0,2022-11-28T21:00:39.852Z
1355113,ภาษาอังกฤษพื้นฐาน,Foundation English lll,01355113 ภาษาอังกฤษพื้นฐาน lll (Foundation English lll),ยังไม่มีข้อมูล,0-0-0,0,17,0,26,89.23076923076923,83.84615384615384,86.92307692307692,2023-11-12T23:33:57.45Z
1355115,ภาษาอังกฤษสำหรับนิสิตเตรียมแพทย์,English for Pre-Medical Students ll,01355115 ภาษาอังกฤษสำหรับนิสิตเตรียมแพทย์ ll (English for Pre-Medical Students ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,60.0,60.0,80.0,2023-04-20T17:17:09.819Z
1355201,การอ่านภาษาอังกฤษเบื้องต้น,Fundamental English Reading,01355201 การอ่านภาษาอังกฤษเบื้องต้น (Fundamental English Reading),ยังไม่มีข้อมูล,0-0-0,0,23,0,9,-297.77777777777777,-293.3333333333333,-293.3333333333333,2023-11-25T10:02:56.717Z
1355202,การเขียนภาษาอังกฤษเบื้องต้น,Fundamental English Writing,01355202 การเขียนภาษาอังกฤษเบื้องต้น (Fundamental English Writing),ยังไม่มีข้อมูล,0-0-0,0,8,0,22,67.27272727272727,34.54545454545455,39.09090909090909,2023-06-15T22:22:41.782Z
1355206,อังกฤษวิชาการ,Technical English,01355206 อังกฤษวิชาการ (Technical English),ยังไม่มีข้อมูล,0-0-0,0,4,0,3,100.0,100.0,100.0,2023-04-08T18:54:39.023Z
1355208,ภาษาอังกฤษจากเพลง,English through Songs,01355208 ภาษาอังกฤษจากเพลง (English through Songs),ยังไม่มีข้อมูล,0-0-0,0,7,0,1,100.0,80.0,100.0,2021-11-21T16:28:54.589Z
1355209,ภาษาอังกฤษเพื่อการสื่อสารในงานอาชีพ,Communicative English for Careers,01355209 ภาษาอังกฤษเพื่อการสื่อสารในงานอาชีพ (Communicative English for Careers),ยังไม่มีข้อมูล,0-0-0,0,9,0,8,62.5,65.0,75.0,2023-06-15T23:57:12.481Z
1357111,ภาษาเยอรมันเบื้องต้น,Elementary German l,01357111 ภาษาเยอรมันเบื้องต้น l (Elementary German l),ยังไม่มีข้อมูล,0-0-0,0,6,0,3,100.0,100.0,100.0,2023-11-13T21:41:50.583Z
1357112,ภาษาเยอรมันเบื้องต้น,Elementary German ll,01357112 ภาษาเยอรมันเบื้องต้น ll (Elementary German ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1358102,ภาษาญี่ปุ่นเบื้องต้น,Elementary Japanese ll,01358102 ภาษาญี่ปุ่นเบื้องต้น ll (Elementary Japanese ll),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,80.0,80.0,100.0,2021-06-23T12:12:47.307Z
1358103,ภาษาญี่ปุ่นเบื้องต้น,Elementary Japanese lll,01358103 ภาษาญี่ปุ่นเบื้องต้น lll (Elementary Japanese lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,100.0,80.0,80.0,2022-11-13T14:47:55.992Z
1358104,ภาษาญี่ปุ่นเบื้องต้น,Elementary Japanese lV,01358104 ภาษาญี่ปุ่นเบื้องต้น lV (Elementary Japanese lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1362101,ภาษาจีน,Chinese l,01362101 ภาษาจีน l (Chinese l),ยังไม่มีข้อมูล,0-0-0,0,3,0,9,88.88888888888889,82.22222222222223,95.55555555555556,2023-06-27T13:20:20.265Z
1362103,ภาษาจีน,Chinese lll,01362103 ภาษาจีน lll (Chinese lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1362104,ภาษาจีน,Chinese lV,01362104 ภาษาจีน lV (Chinese lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1362105,ภาษาจีน,Chinese V,01362105 ภาษาจีน V (Chinese V),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1367311,ภาษาพม่า,Myanmar Language l,01367311 ภาษาพม่า l (Myanmar Language l),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1367312,ภาษาพม่า,Myanmar Language ll,01367312 ภาษาพม่า ll (Myanmar Language ll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1367411,ภาษาพม่า,Myanmar Language lll,01367411 ภาษาพม่า lll (Myanmar Language lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1395101,ภาษาเกาหลีเพื่อการศึกษา,Communicative Korean l,01395101 ภาษาเกาหลีเพื่อการศึกษา l (Communicative Korean l),ยังไม่มีข้อมูล,0-0-0,0,2,0,8,97.5,95.0,100.0,2022-04-18T20:15:37.227Z
1395102,ภาษาเกาหลีเพื่อการศึกษา,Communicative Korean ll,01395102 ภาษาเกาหลีเพื่อการศึกษา ll (Communicative Korean ll),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,100.0,100.0,100.0,2023-06-08T01:02:18.045Z
1395103,ภาษาเกาหลีเพื่อการศึกษา,Communicative Korean lll,01395103 ภาษาเกาหลีเพื่อการศึกษา lll (Communicative Korean lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1395105,การอ่านและรายงานภาษาเกาหลี,Korean Reading and Oral Report,01395105 การอ่านและรายงานภาษาเกาหลี (Korean Reading and Oral Report),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398104,ภาษามลายูเพื่อการสื่อสาร,Communicative Malayu lV,01398104 ภาษามลายูเพื่อการสื่อสาร lV (Communicative Malayu lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398106,การฟัง-พูดภาษามลายู,Malayu Listening and Speaking,01398106 การฟัง-พูดภาษามลายู (Malayu Listening and Speaking),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1399105,การอ่านภาษาเวียดนาม,Vietnamese Reading,01399105 การอ่านภาษาเวียดนาม (Vietnamese Reading),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1399106,การฟัง-พูดภาษาเวียดนาม,Vietnamese Listening and Speaking,01399106 การฟัง-พูดภาษาเวียดนาม (Vietnamese Listening and Speaking),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1999211,คณิตศาสตร์และคอมพิวเตอร์ในชีวิตประจ้าวัน,Mathematics and Computer in Everyday Life,01999211 คณิตศาสตร์และคอมพิวเตอร์ในชีวิตประจ้าวัน (Mathematics and Computer in Everyday Life),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1240011,การออกแบบในชีวิตประจำวัน,Design in Everyday Life,01240011 การออกแบบในชีวิตประจำวัน (Design in Everyday Life),ยังไม่มีข้อมูล,0-0-0,0,10,0,5,96.0,72.0,92.0,2023-11-21T21:04:36.105Z
1418102,เทคโนโลยีสารสนเทศเพื่อผู้ประกอบการ,Information Technology for Entrepreneurs,01418102 เทคโนโลยีสารสนเทศเพื่อผู้ประกอบการ (Information Technology for Entrepreneurs),ยังไม่มีข้อมูล,0-0-0,0,2,0,1,60.0,60.0,60.0,2022-12-12T01:32:23.74Z
1131111,การเงินสำหรับผู้ประกอบการ,Finance for Entrepreneurs,01131111 การเงินสำหรับผู้ประกอบการ (Finance for Entrepreneurs),ยังไม่มีข้อมูล,0-0-0,3,3,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1175124,แฮนด์บอลเพื่อสุขภาพ,Handball for Health,01175124 แฮนด์บอลเพื่อสุขภาพ (Handball for Health),ยังไม่มีข้อมูล,0-0-0,0,0,0,2,100.0,100.0,100.0,2023-11-10T20:16:11.986Z
1175125,ซอฟท์บอลเพื่อสุขภาพ,Softball for Health,01175125 ซอฟท์บอลเพื่อสุขภาพ (Softball for Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,3,100.0,100.0,100.0,2023-11-22T21:50:35.371Z
1175127,ฮอกกี้เพื่อสุขภาพ,Hockey for Health,01175127 ฮอกกี้เพื่อสุขภาพ (Hockey for Health),ยังไม่มีข้อมูล,0-0-0,0,0,0,8,97.5,92.5,90.0,2022-11-16T11:06:20.484Z
1175162,โบว์ลิ่งเพื่อสุขภาพ,Bowling for Health,01175162 โบว์ลิ่งเพื่อสุขภาพ (Bowling for Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,3,73.33333333333333,80.0,73.33333333333333,2023-11-24T17:01:41.976Z
1175163,กอล์ฟเพื่อสุขภาพ,Golf for Health,01175163 กอล์ฟเพื่อสุขภาพ (Golf for Health),ยังไม่มีข้อมูล,0-0-0,0,4,0,7,100.0,100.0,100.0,2023-11-28T19:39:42.521Z
1175165,การฝึกด้วยน้ำหนักเพื่อสุขภาพ,Weight Training for Health,01175165 การฝึกด้วยน้ำหนักเพื่อสุขภาพ (Weight Training for Health),ยังไม่มีข้อมูล,0-0-0,0,4,0,14,-14.285714285714286,-40.0,-14.285714285714286,2023-11-25T21:12:20.576Z
1175168,การวิ่งเหยาะเพื่อสุขภาพ,Jogging for Health,01175168 การวิ่งเหยาะเพื่อสุขภาพ (Jogging for Health),ยังไม่มีข้อมูล,0-0-0,0,6,0,9,91.11111111111111,91.11111111111111,82.22222222222223,2023-11-17T11:17:52.188Z
3768121,บาสเกตบอล,Basketball,03768121 บาสเกตบอล (Basketball),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.203Z
1459102,จิตวิทยากับความหลากหลายของมนุษย์,Psychology and Human Diversity,01459102 จิตวิทยากับความหลากหลายของมนุษย์ (Psychology and Human Diversity),ยังไม่มีข้อมูล,0-0-0,0,3,0,1,100.0,80.0,100.0,2021-04-28T13:30:48.033Z
1999011,อาหารเพื่อมนุษยชาติ,Food for Mankind,01999011 อาหารเพื่อมนุษยชาติ (Food for Mankind),ยังไม่มีข้อมูล,0-0-0,0,3,0,3,73.33333333333333,66.66666666666667,73.33333333333333,2022-11-24T21:03:42.917Z
1999012,สุขภาพเพื่อชีวิต,Health for Life,01999012 สุขภาพเพื่อชีวิต (Health for Life),ยังไม่มีข้อมูล,0-0-0,0,14,0,44,63.181818181818194,71.81818181818181,62.72727272727273,2023-11-22T11:11:18.049Z
1999033,ศิลปะการดำเนินชีวิต,Arts of Living,01999033 ศิลปะการดำเนินชีวิต (Arts of Living),ยังไม่มีข้อมูล,0-0-0,0,5,0,26,69.23076923076921,77.69230769230768,63.076923076923066,2023-12-21T13:45:33.388Z
1999051,การพัฒนาสมรรถนะหลักผ่านสุขภาพหนึ่งเดียว,Development of Core Competency through One Health,01999051 การพัฒนาสมรรถนะหลักผ่านสุขภาพหนึ่งเดียว (Development of Core Competency through One Health),ยังไม่มีข้อมูล,0-0-0,0,1,0,7,88.57142857142857,74.28571428571429,91.42857142857144,2023-06-21T13:33:13.289Z
1132101,ผู้ประกอบการรุ่นใหม่,Modern Entrepreneur,01132101 ผู้ประกอบการรุ่นใหม่ (Modern Entrepreneur),ยังไม่มีข้อมูล,0-0-0,0,1,0,1,100.0,60.0,100.0,2020-05-17T22:18:29.418Z
1200101,การคิดเชิงนวัตกรรม,Innovative Thinking,01200101 การคิดเชิงนวัตกรรม (Innovative Thinking),ยังไม่มีข้อมูล,0-0-0,0,9,0,8,-20.0,-127.5,-20.0,2023-11-22T23:31:54.428Z
3600014,การแก้ปัญหาเชิงสร้างสรรค์และทักษะการคิดเชิงวิพากษ์,Creative Problem Solving and Critical Thinking Skills,03600014 การแก้ปัญหาเชิงสร้างสรรค์และทักษะการคิดเชิงวิพากษ์ (Creative Problem Solving and Critical Thinking Skills),ยังไม่มีข้อมูล,0-0-0,0,0,0,1,80.0,60.0,80.0,2021-04-27T20:38:20.51Z
1999111,ศาสตร์แห่งแผ่นดิน,Knowledge of the Land,01999111 ศาสตร์แห่งแผ่นดิน (Knowledge of the Land),ยังไม่มีข้อมูล,0-0-0,0,0,1,32,78.12499999999999,76.875,62.5,2023-11-17T10:37:29.54Z
1390102,การท่องเที่ยวเชิงสร้างสรรค์,Creative Tourism,01390102 การท่องเที่ยวเชิงสร้างสรรค์ (Creative Tourism),ยังไม่มีข้อมูล,0-0-0,0,2,0,5,84.0,72.0,68.0,2023-11-12T23:59:23.073Z
1999031,มรดกอารยธรรมโลก,Thai Heritage of World Civilization,01999031 มรดกอารยธรรมโลก (Thai Heritage of World Civilization),ยังไม่มีข้อมูล,0-0-0,0,9,0,20,77.00000000000001,74.0,85.99999999999999,2023-11-14T15:46:58.67Z
1999046,การพัฒนาความมั่นคงแห่งชาติ,National Security Development,01999046 การพัฒนาความมั่นคงแห่งชาติ (National Security Development),ยังไม่มีข้อมูล,0-0-0,0,2,0,2,80.0,100.0,70.0,2023-11-14T01:02:41.777Z
1999047,การทหารเพื่อพัฒนาประเทศ,Military for Country Development,01999047 การทหารเพื่อพัฒนาประเทศ (Military for Country Development),ยังไม่มีข้อมูล,0-0-0,0,3,0,3,93.33333333333331,100.0,86.66666666666667,2023-04-17T16:36:30.246Z
2999042,การพัฒนานิสิต,Student Development,02999042 การพัฒนานิสิต (Student Development),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
4804115,จิตอาสาเพื่อพัฒนาชุมชน,Volunteer Spirit for Community Development,04804115 จิตอาสาเพื่อพัฒนาชุมชน (Volunteer Spirit for Community Development),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1354411,ภาษาเขมร,Khmer lll,01354411 ภาษาเขมร lll (Khmer lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T21:10:32.914Z
1355112,ภาษาอังกฤษพื้นฐาน,Foundation English ll,01355112 ภาษาอังกฤษพื้นฐาน ll (Foundation English ll),ยังไม่มีข้อมูล,0-0-0,0,9,0,18,75.55555555555556,73.33333333333333,72.22222222222223,2023-04-12T10:18:36.188Z
1355207,การเขียนตอบโต้ภาษาอังกฤษ,English Correspondence,01355207 การเขียนตอบโต้ภาษาอังกฤษ (English Correspondence),ยังไม่มีข้อมูล,0-0-0,0,0,0,4,95.0,70.0,95.0,2023-11-28T13:55:14.698Z
1356103,ภาษาฝรั่งเศสเบื้องต้น,Elementary French lll,01356103 ภาษาฝรั่งเศสเบื้องต้น lll (Elementary French lll),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2022-12-15T00:04:47.989Z
1358101,ภาษาญี่ปุ่นเบื้องต้น,Elementary Japanese l,01358101 ภาษาญี่ปุ่นเบื้องต้น l (Elementary Japanese l),ยังไม่มีข้อมูล,0-0-0,0,15,0,5,92.0,92.0,92.0,2023-11-16T00:43:42.882Z
1362102,ภาษาจีน,Chinese ll,01362102 ภาษาจีน ll (Chinese ll),ยังไม่มีข้อมูล,0-0-0,0,1,0,2,80.0,100.0,100.0,2023-04-11T14:51:29.673Z
1395104,ภาษาเกาหลีเพื่อการศึกษา,Communicative Korean lV,01395104 ภาษาเกาหลีเพื่อการศึกษา lV (Communicative Korean lV),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398101,ภาษามลายูเพื่อการสื่อสาร,Communicative Malayu l,01398101 ภาษามลายูเพื่อการสื่อสาร l (Communicative Malayu l),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1398105,การอ่านภาษามลายู,Malayu Reading,01398105 การอ่านภาษามลายู (Malayu Reading),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
2724011,การสื่อสารระหว่างวัฒนธรรม,Intercultural Communication,02724011 การสื่อสารระหว่างวัฒนธรรม (Intercultural Communication),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
3754111,ภาษาอังกฤษ,Foundation English l,03754111 ภาษาอังกฤษ l (Foundation English l),ยังไม่มีข้อมูล,0-0-0,0,0,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1418111,การใช้งานคอมพิวเตอร์,Computer Application,01418111 การใช้งานคอมพิวเตอร์ (Computer Application),ยังไม่มีข้อมูล,0-0-0,0,3,0,2,90.0,90.0,90.0,2021-05-26T17:47:33.597Z
1009102,ทรัพยากรการเกษตรและสิ่งแวดล้อม,Agricultural Resources and Environment,01009102 ทรัพยากรการเกษตรและสิ่งแวดล้อม (Agricultural Resources and Environment),ยังไม่มีข้อมูล,0-0-0,0,12,0,18,-18.88888888888889,3.333333333333333,4.444444444444445,2023-11-16T00:07:36.17Z
1999034,ศิลปวิจักษณ์,Art Perception,01999034 ศิลปวิจักษณ์ (Art Perception),ยังไม่มีข้อมูล,0-0-0,0,2,1,9,-88.88888888888889,-40.0,-122.22222222222224,2023-11-20T01:11:50.402Z
3600012,เทคโนโลยีสีเขียว,Green Technology,03600012 เทคโนโลยีสีเขียว (Green Technology),ยังไม่มีข้อมูล,0-0-0,0,1,0,0,0.0,0.0,0.0,2020-05-03T12:28:00.204Z
1373102,วัฒนธรรมทัศนาการกับชีวิต,Visual Culture and Life,01373102 วัฒนธรรมทัศนาการกับชีวิต (Visual Culture and Life),ยังไม่มีข้อมูล,0-0-0,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1179101,ทักษะการประกอบการ,Entrepreneurial Skills,01179101 ทักษะการประกอบการ (Entrepreneurial Skills),ยังไม่มีข้อมูล,3-0-6,3,0,0,2,90.0,80.0,80.0,2023-12-01T17:01:17.595Z
1401201,พืชเพื่อการสร้างคุณค่าชีวิต,Plants for Value of Life Creation,01401201 พืชเพื่อการสร้างคุณค่าชีวิต (Plants for Value of Life Creation),ยังไม่มีข้อมูล,3-0-6,3,1,0,12,98.33333333333331,98.33333333333331,98.33333333333331,2023-11-30T05:36:53.516Z
1416101,พันธุศาสตร์ในสื่อ,Genetics in Media,01416101 พันธุศาสตร์ในสื่อ (Genetics in Media),ยังไม่มีข้อมูล,3-0-6,3,0,0,1,80.0,100.0,80.0,2023-11-26T14:52:45.544Z
1387105,พุทธจริยศาสตร์ในการดำเนินธุรกิจ,Buddhist Ethics of Business Operations,01387105 พุทธจริยศาสตร์ในการดำเนินธุรกิจ (Buddhist Ethics of Business Operations),ยังไม่มีข้อมูล,3-0-6,3,0,0,1,100.0,100.0,100.0,2023-11-29T08:16:09.58Z
1355101,ภาษาอังกฤษในชีวิตประจําวัน,English for Everyday Life,01355101 ภาษาอังกฤษในชีวิตประจําวัน (English for Everyday Life),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355102,ภาษาอังกฤษในมหาวิทยาลัย,English for University Life,01355102 ภาษาอังกฤษในมหาวิทยาลัย (English for University Life),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355103,ภาษาอังกฤษเพื่อโอกาสในการทํางาน,English for Job Opportunities,01355103 ภาษาอังกฤษเพื่อโอกาสในการทํางาน (English for Job Opportunities),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355107,ทักษะการเขียนภาษาอังกฤษที่จําเป็น,Essential English Writing Skills,01355107 ทักษะการเขียนภาษาอังกฤษที่จําเป็น (Essential English Writing Skills),ยังไม่มีข้อมูล,3-0-6,3,0,0,1,100.0,100.0,100.0,2023-12-01T16:05:38.525Z
1355108,ภาษาอังกฤษและวัฒนธรรมจากเพลง,English and Culture through Songs,01355108 ภาษาอังกฤษและวัฒนธรรมจากเพลง (English and Culture through Songs),ยังไม่มีข้อมูล,3-0-6,3,1,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355109,ทักษะการฟัง-การพูดภาษาอังกฤษที่จําเป็น,Essential English Listening-Speaking Skills,01355109 ทักษะการฟัง-การพูดภาษาอังกฤษที่จําเป็น (Essential English Listening-Speaking Skills),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355119,ทักษะการอ่านภาษาอังกฤษที่จําเป็น,Essential English Reading Skills,01355119 ทักษะการอ่านภาษาอังกฤษที่จําเป็น (Essential English Reading Skills),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1355121,คําและการออกเสียงในภาษาอังกฤษ,English Words and Pronunciation,01355121 คําและการออกเสียงในภาษาอังกฤษ (English Words and Pronunciation),ยังไม่มีข้อมูล,3-0-6,3,0,0,0,0.0,0.0,0.0,0001-01-01T00:00:00Z
1388101,จริยธรรมเพื่อสุนทรียภาพแห่งชีวิต,Ethics for the Aesthetics of Life,01388101 จริยธรรมเพื่อสุนทรียภาพแห่งชีวิต (Ethics for the Aesthetics of Life),ยังไม่มีข้อมูล,3-0-6,3,2,0,5,92.0,88.0,100.0,2023-11-26T11:18:44.038Z
